date,action,price_reward,MACD_reward,multiple_MACD_cross_reward,RSI_reward,MACD_cross_reward,current_MACD_cross_0,current_price,current_MACD_histrogram,total_reward,cash_balance,stock_owned,total_assets
2023-01-26,0,0.0,0,0,0.0,0.0,0.0,212.67999267578125,-0.026889453523150753,0.0,10000.0,0.0,10000.0
2023-01-27,1,-0.00735899966448722,0,0,0.0,-0.01,0.0,212.72999572753903,-0.0011137652024482136,-0.017358999664487222,1.6902008056658815,47.0,10000.0
2023-01-30,2,0.0,0,0,0.0,-0.01,0.0,211.1699981689453,-0.17254085030977295,-0.01,9926.680114746096,0.0,9926.680114746096
2023-01-31,0,0.0,0,0,0.0,0.0,0.0,209.6699981689453,-0.37766322411958164,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-01,0,0.0,0,0,0.0,0.0,2.0,213.0,-0.1381590680802045,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-02,0,0.0,0,0,0.0,0.0,-2.0,214.75,0.08849122118716313,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-03,0,0.0,0,0,0.0,0.0,0.0,209.33999633789065,-0.3454442141425611,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-06,0,0.0,0,0,0.0,0.0,0.0,206.00999450683597,-0.7601867545764326,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-07,0,0.0,0,0,0.0,0.0,2.0,206.80999755859372,-0.726982838369113,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-08,0,0.0,0,0,0.0,0.0,0.0,214.75999450683597,0.08953541238608825,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-09,0,0.0,0,0,0.0,0.0,0.0,213.5,0.256272131998011,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-10,0,0.0,0,0,0.0,0.0,0.0,211.9900054931641,0.12875643530863878,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-13,0,0.0,0,0,0.0,0.0,0.0,212.88999938964844,0.12051708113237569,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-14,0,0.0,0,0,0.0,0.0,0.0,215.6499938964844,0.31503424492668386,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-15,0,0.0,0,0,0.0,0.0,0.0,218.4499969482422,0.5473855877987379,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-16,0,0.0,0,0,0.0,0.0,-2.0,217.44000244140625,0.41639866923800595,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-17,0,0.0,0,0,0.0,0.0,0.0,212.2100067138672,-0.19304800207371797,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-21,0,0.0,0,0,0.0,0.0,0.0,211.66000366210935,-0.46450971832492716,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-22,0,0.0,0,0,0.0,0.0,0.0,205.5200042724609,-1.0346200988696201,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-23,0,0.0,0,0,0.0,0.0,0.0,205.75999450683597,-1.0483029714244345,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-24,0,0.0,0,0,0.0,0.0,0.0,208.1300048828125,-0.6554382645064581,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-27,0,0.0,0,0,0.0,0.0,0.0,198.1499938964844,-1.231657069842399,0.0,9926.680114746096,0.0,9926.680114746096
2023-02-28,0,0.0,0,0,0.0,0.0,0.0,200.4600067138672,-0.9868422446100711,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-01,0,0.0,0,0,0.0,0.0,2.0,201.5500030517578,-0.5728511036633717,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-02,0,0.0,0,0,0.0,0.0,0.0,204.5500030517578,0.0020042802694466566,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-03,0,0.0,0,0,0.0,0.0,0.0,210.05999755859372,0.7478229805213319,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-06,0,0.0,0,0,0.0,0.0,0.0,215.1100006103516,1.370864387625964,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-07,0,0.0,0,0,0.0,0.0,0.0,211.9199981689453,1.1082431367598884,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-08,0,0.0,0,0,0.0,0.0,0.0,207.9199981689453,0.47991892484584314,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-09,0,0.0,0,0,0.0,0.0,-2.0,207.1999969482422,0.10340409046546618,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-10,0,0.0,0,0,0.0,0.0,0.0,201.2400054931641,-0.5638205993964298,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-13,0,0.0,0,0,0.0,0.0,0.0,203.07000732421875,-0.5410896126584805,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-14,0,0.0,0,0,0.0,0.0,2.0,203.3699951171875,-0.3912977641721731,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-15,0,0.0,0,0,0.0,0.0,-2.0,207.27999877929688,0.09408657628392048,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-16,0,0.0,0,0,0.0,0.0,0.0,198.2100067138672,-0.49852844361201276,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-17,0,0.0,0,0,0.0,0.0,0.0,203.19000244140625,-0.1682905007710762,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-20,0,0.0,0,0,0.0,0.0,2.0,201.0500030517578,-0.16589108158947985,0.0,9926.680114746096,0.0,9926.680114746096
2023-03-21,0,0.0,0,0,0.0,0.0,0.0,204.7700042724609,0.22064113583867795,0.0,9926.680114746096,0.0,9926.680114746096
