date,action,price_reward,MACD_reward,multiple_MACD_cross_reward,RSI_reward,MACD_cross_reward,current_MACD_cross_0,current_price,current_MACD_histrogram,total_reward,cash_balance,stock_owned,total_assets
2023-07-05,0,0.0,0,0,0,0.0,0.0,85.93789672851562,0.21806831751707434,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-06,0,0.0,0,0,0,0.0,-2.0,86.23155212402344,0.13981872505775306,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-07,0,0.0,0,0,0,0.0,0.0,85.21566009521484,-0.018473389014020847,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-10,0,0.0,0,0,0,0.0,2.0,85.92996215820312,-0.029136949788554967,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-11,0,0.0,0,0,0,0.0,0.0,87.78850555419922,0.11489900887835403,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-12,0,0.0,0,0,0,0.0,0.0,88.33654022216797,0.17569045833830654,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-13,0,0.0,0,0,0,0.0,0.0,88.3206558227539,0.14378030839722122,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-14,0,0.0,0,0,0,0.0,-2.0,88.38419342041016,0.0880074782773621,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-17,0,0.0,0,0,0,0.0,0.0,87.5899429321289,-0.04147643922458988,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-18,0,0.0,0,0,0,0.0,0.0,88.27299499511719,-0.04748054513773292,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-19,0,0.0,0,0,0,0.0,0.0,88.20945739746094,-0.07026463876441214,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-20,0,0.0,0,0,0,0.0,0.0,87.28018188476562,-0.1681799015151928,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-21,0,0.0,0,0,0,0.0,0.0,88.35242462158203,-0.10180508595710758,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-24,0,0.0,0,0,0,0.0,0.0,87.6296615600586,-0.13919470410541623,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-25,0,0.0,0,0,0,0.0,2.0,87.56612396240234,-0.1492093927737954,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-26,0,0.0,0,0,0,0.0,0.0,93.05438995361328,0.33093552219825595,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-27,0,0.0,0,0,0,0.0,0.0,91.11641693115234,0.26297115836611384,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-28,0,0.0,0,0,0,0.0,0.0,91.67239379882812,0.21534010055698927,0.0,11925.52182006836,0.0,11925.52182006836
2023-07-31,0,0.0,0,0,0,0.0,-2.0,90.85431671142578,0.0624407595919696,0.0,11925.52182006836,0.0,11925.52182006836
2023-08-01,0,0.0,0,0,0,0.0,0.0,90.73517608642578,-0.04277969079954591,0.0,11925.52182006836,0.0,11925.52182006836
2023-08-02,0,0.0,0,0,0,0.0,0.0,89.92504119873047,-0.17011834847496177,0.0,11925.52182006836,0.0,11925.52182006836
2023-08-03,0,0.0,0,0,0,0.0,0.0,88.93223571777344,-0.29559311546643086,0.0,11925.52182006836,0.0,11925.52182006836
2023-08-04,0,0.0,0,0,0,0.0,0.0,89.24198913574219,-0.28137502838244155,0.0,11925.52182006836,0.0,11925.52182006836
