date,action,price_reward,MACD_reward,multiple_MACD_cross_reward,RSI_reward,MACD_cross_reward,current_MACD_cross_0,current_price,current_MACD_histrogram,total_reward,cash_balance,stock_owned,total_assets
2023-10-30,0,-0.05042568847197328,0,0,0.0,0.0,0.0,176.90538024902344,-0.2802412039555051,-0.05042568847197328,130.46527099609193,46.0,8268.11276245117
2023-10-31,0,0.01291819567463053,0,0,0.0,0.0,0.0,168.06651306152344,-0.7319598958403173,0.01291819567463053,130.46527099609193,46.0,7861.52487182617
2023-11-01,0,0.0005133573785701968,0,0,0.0,0.0,0.0,170.28858947753906,-0.44949589855330707,0.0005133573785701968,130.46527099609193,46.0,7963.740386962889
2023-11-02,0,0.02849668627839618,0,0,0.0,0.0,2.0,170.3774871826172,-0.12356554694236088,0.02849668627839618,130.46527099609193,46.0,7967.829681396483
2023-11-03,0,0.021706434549804584,0,0,0.0,0.0,0.0,175.38450622558594,0.5833682605940957,0.021706434549804584,130.46527099609193,46.0,8198.152557373045
2023-11-06,0,0.00675510135113789,0,0,0.0,0.0,0.0,179.2953338623047,1.1998193372246764,0.00675510135113789,130.46527099609193,46.0,8378.050628662108
2023-11-07,0,0.016028365488711022,0,0,0.0,0.0,0.0,180.52981567382807,1.4233323206663693,0.016028365488711022,130.46527099609193,46.0,8434.836791992184
2023-11-08,0,-0.01307054253759045,0,0,0.0,0.0,0.0,183.4925537109375,1.5872577604191167,-0.01307054253759045,130.46527099609193,46.0,8571.122741699217
2023-11-09,0,-0.016350171964983798,0,0,0.0,0.0,0.0,181.07298278808597,1.2125990471841879,-0.016350171964983798,130.46527099609193,46.0,8459.822479248047
2023-11-10,0,0.034021276696525854,0,0,0.0,0.0,0.0,178.09048461914062,0.639330298262478,0.034021276696525854,130.46527099609193,46.0,8322.62756347656
2023-11-13,0,-0.009701813882880463,0,0,0.0,0.0,0.0,184.35174560546875,0.8779413159057976,-0.009701813882880463,130.46527099609193,46.0,8610.645568847654
2023-11-14,0,0.05215551555696217,0,0,0.0,0.0,0.0,182.54446411132807,0.6660181982882543,0.05215551555696217,130.46527099609193,46.0,8527.510620117184
2023-11-15,0,0.02920102288717328,0,0,0.0,0.0,0.0,192.46966552734372,1.321420033004661,0.02920102288717328,130.46527099609193,46.0,8984.069885253903
2023-11-16,0,0.0002455909196094545,0,0,0.0,0.0,0.0,198.2568817138672,1.8014675617258886,0.0002455909196094545,130.46527099609193,46.0,9250.281829833983
2023-11-17,0,0.0006871367708439865,0,0,0.0,0.0,0.0,198.3062744140625,1.6096614485569365,0.0006871367708439865,130.46527099609193,46.0,9252.553894042967
2023-11-20,0,0.011706693175777678,0,0,0.0,0.0,0.0,198.4445343017578,1.1868357694801754,0.011706693175777678,130.46527099609193,46.0,9258.913848876951
2023-11-21,0,-0.01416294590732741,0,0,0.0,0.0,0.0,200.8147125244141,0.927012175725606,-0.01416294590732741,130.46527099609193,46.0,9367.94204711914
2023-11-22,0,-0.004238925123249392,0,0,0.0,0.0,-2.0,197.95074462890625,0.309953106950009,-0.004238925123249392,130.46527099609193,46.0,9236.19952392578
2023-11-24,0,0.002663678171203299,0,0,0.0,0.0,0.0,197.10142517089844,-0.1598928555646184,0.002663678171203299,130.46527099609193,46.0,9197.13082885742
2023-11-27,0,-0.00226858294149266,0,0,0.0,0.0,0.0,197.63470458984372,-0.370161063987827,-0.00226858294149266,130.46527099609193,46.0,9221.661682128903
2023-11-28,0,0.0018251924660235366,0,0,0.0,0.0,0.0,197.1804351806641,-0.5259153217817127,0.0018251924660235366,130.46527099609193,46.0,9200.76528930664
2023-11-29,0,0.020971066600661906,0,0,0.0,0.0,0.0,197.54583740234372,-0.5548279124950328,0.020971066600661906,130.46527099609193,46.0,9217.573791503903
2023-11-30,0,-0.0012073165568273828,0,0,0.0,0.0,0.0,201.7924346923828,-0.1902208619260728,-0.0012073165568273828,130.46527099609193,46.0,9412.917266845701
2023-12-01,0,0.007701505491978049,0,0,0.0,0.0,0.0,201.5455322265625,-0.12858750088756654,0.007701505491978049,130.46527099609193,46.0,9401.559753417967
2023-12-04,0,0.0028729059079643272,0,0,0.0,0.0,0.0,203.1256561279297,-0.03061779792642172,0.0028729059079643272,130.46527099609193,46.0,9474.245452880858
2023-12-05,0,-0.0021538682705053674,0,0,0.0,0.0,0.0,203.7182159423828,-0.021043077784620667,-0.0021538682705053674,130.46527099609193,46.0,9501.503204345701
2023-12-06,0,0.00043114494586265253,0,0,0.0,0.0,0.0,203.2738037109375,-0.13419928332737108,0.00043114494586265253,130.46527099609193,46.0,9481.060241699217
2023-12-07,0,0.027306836903959207,0,0,0.0,0.0,2.0,203.36268615722656,-0.2242164068374075,0.027306836903959207,130.46527099609193,46.0,9485.148834228514
2023-12-08,0,0.017783697531314095,0,0,0.0,0.0,0.0,209.07090759277344,0.19575118483269982,0.017783697531314095,130.46527099609193,46.0,9747.72702026367
2023-12-11,0,0.0226332929888364,0,0,0.0,0.0,0.0,212.87310791015625,0.561068172878159,0.0226332929888364,130.46527099609193,46.0,9922.62823486328
2023-12-12,0,-0.0018272139623878244,0,0,0.0,0.0,0.0,217.8109893798828,0.9288852821786451,-0.0018272139623878244,130.46527099609193,46.0,10149.770782470701
2023-12-13,2,0.0,0,0,0.07424598131551108,-0.01,0.0,217.4081878662109,0.7586255519838492,0.06424598131551108,10131.241912841793,0.0,10131.241912841793
2023-12-14,1,0.04986457880724385,0,0,0.0,-0.01,0.0,219.5908966064453,0.6305116409649312,0.039864578807243846,30.060668945308862,46.0,10131.241912841793
2023-12-15,0,0.0010708132417408796,0,0,0.0,0.0,0.0,230.85171508789065,1.3087177046898066,0.0010708132417408796,30.060668945308862,46.0,10649.23956298828
2023-12-18,0,-0.015531649361575188,0,0,0.0,0.0,0.0,231.0997467041016,1.19600269059577,-0.015531649361575188,30.060668945308862,46.0,10660.649017333983
2023-12-19,0,0.00021737486822468377,0,0,0.0,0.0,-2.0,227.52804565429688,0.46605570453326894,0.00021737486822468377,30.060668945308862,46.0,10496.350769042965
2023-12-20,0,-0.028573648970625715,0,0,0.0,0.0,0.0,227.57765197753903,-0.05674833489480413,-0.028573648970625715,30.060668945308862,46.0,10498.632659912104
2023-12-21,0,0.028008349241692033,0,0,0.0,0.0,0.0,221.14854431152344,-0.9639595478040821,0.028008349241692033,30.060668945308862,46.0,10202.893707275387
2023-12-22,0,-0.001305696935490564,0,0,0.0,0.0,0.0,227.44866943359372,-0.7426386199145227,-0.001305696935490564,30.060668945308862,46.0,10492.69946289062
2023-12-26,0,0.012981012163342973,0,0,0.0,0.0,0.0,227.15103149414065,-0.6999001327089598,0.012981012163342973,30.060668945308862,46.0,10479.00811767578
2023-12-27,0,0.0006447077480223315,0,0,0.0,0.0,0.0,230.12744140625,-0.4383792278909464,0.0006447077480223315,30.060668945308862,46.0,10615.922973632809
2023-12-28,0,-0.004434959072036342,0,0,0.0,0.0,0.0,230.2762756347656,-0.37866270948429026,-0.004434959072036342,30.060668945308862,46.0,10622.769348144526
2023-12-29,0,-0.006016573090011202,0,0,0.0,0.0,0.0,229.2543792724609,-0.4979691019192769,-0.006016573090011202,30.060668945308862,46.0,10575.76211547851
2024-01-02,2,0.0,0,0,0.0,-0.01,0.0,227.87527465820312,-0.6841003008520206,-0.01,10512.323303222653,0.0,10512.323303222653
2024-01-03,0,0.0,0,0,0.0,0.0,0.0,219.44207763671875,-1.454819251540307,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-04,0,0.0,0,0,0.0,0.0,0.0,214.3821563720703,-1.988979818261218,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-05,0,0.0,0,0,0.0,0.0,0.0,206.1275177001953,-2.5816702902308206,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-08,0,0.0,0,0,0.0,0.0,0.0,204.10354614257807,-2.513212272997926,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-09,0,0.0,0,0,0.0,0.0,0.0,210.50286865234372,-1.451149211777242,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-10,0,0.0,0,0,0.0,0.0,0.0,210.04649353027344,-0.7787652287453124,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-11,0,0.0,0,0,0.0,0.0,0.0,209.62977600097656,-0.35416958011000643,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-12,0,0.0,0,0,0.0,0.0,0.0,209.8282165527344,-0.03834193397699792,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-16,0,0.0,0,0,0.0,0.0,2.0,207.4669189453125,-0.037970084831461914,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-17,0,0.0,0,0,0.0,0.0,-2.0,207.34786987304688,0.039265913237920724,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-18,0,0.0,0,0,0.0,0.0,2.0,203.86544799804688,-0.15806340715100564,0.0,10512.323303222653,0.0,10512.323303222653
2024-01-19,1,0.03135619211835259,0,0,0.0,0.01,0.0,209.947265625,0.4015578626865217,0.04135619211835259,14.960021972652612,50.0,10512.323303222653
2024-01-22,0,0.0021927598643039395,0,0,0.0,0.0,0.0,216.6442413330078,1.18491099170339,0.0021927598643039395,14.960021972652612,50.0,10847.172088623043
2024-01-23,0,0.022961342598805244,0,0,0.0,0.0,0.0,217.12046813964844,1.3572149727768703,0.022961342598805244,14.960021972652612,50.0,10870.983428955074
2024-01-24,0,-0.01003989360066152,0,0,0.0,0.0,0.0,222.17047119140625,1.6439868835410105,-0.01003989360066152,14.960021972652612,50.0,11123.483581542965
2024-01-25,0,-0.010323767565173383,0,0,0.0,0.0,0.0,219.9480743408203,1.2711171784486606,-0.010323767565173383,14.960021972652612,50.0,11012.363739013668
2024-01-26,0,-0.019718790807841436,0,0,0.0,0.0,-2.0,217.6859893798828,0.6987397287269166,-0.019718790807841436,14.960021972652612,50.0,10899.259490966793
2024-01-29,0,0.0108498082133365,0,0,0.0,0.0,0.0,213.4296875,-0.026472837083172718,0.0108498082133365,14.960021972652612,50.0,10686.444396972653
2024-01-30,0,-0.01061773585374679,0,0,0.0,0.0,0.0,215.76123046875,-0.11248203302666382,-0.01061773585374679,14.960021972652612,50.0,10803.021545410153
2024-01-31,0,-0.021579639886603334,0,0,0.0,0.0,0.0,213.4792938232422,-0.3418399467571265,-0.021579639886603334,14.960021972652612,50.0,10688.924713134762
2024-02-01,0,0.01150456516298799,0,0,0.0,0.0,0.0,208.9154510498047,-0.7726766576148565,0.01150456516298799,14.960021972652612,50.0,10460.732574462887
2024-02-02,0,0.0092394049164476,0,0,0.0,0.0,0.0,211.33627319335935,-0.5888505381722238,0.0092394049164476,14.960021972652612,50.0,10581.77368164062
2024-02-05,0,0.027623466729721068,0,0,0.0,0.0,2.0,213.30072021484372,-0.24174756133870956,0.027623466729721068,14.960021972652612,50.0,10679.996032714838
2024-02-06,0,0.00890643082346648,0,0,0.0,0.0,0.0,219.2833404541016,0.4513595542829666,0.00890643082346648,14.960021972652612,50.0,10979.127044677733
2024-02-07,0,-0.0073263655209839535,0,0,0.0,0.0,0.0,221.24777221679688,0.7953085604297189,-0.0073263655209839535,14.960021972652612,50.0,11077.348632812496
2024-02-08,0,0.02872572208341794,0,0,0.0,0.0,0.0,219.6305694580078,0.6292430958984918,0.02872572208341794,14.960021972652612,50.0,10996.488494873043
2024-02-09,0,0.02476404693385865,0,0,0.0,0.0,0.0,226.03982543945312,0.9833581996925282,0.02476404693385865,14.960021972652612,50.0,11316.951293945309
2024-02-12,0,0.013295719207392968,0,0,0.0,0.0,0.0,231.71487426757807,1.3859769915022446,0.013295719207392968,14.960021972652612,50.0,11600.703735351555
2024-02-13,0,-0.019644621655345553,0,0,0.0,0.0,0.0,234.8202667236328,1.491221960056059,-0.019644621655345553,14.960021972652612,50.0,11755.973358154293
2024-02-14,0,0.008100640451799567,0,0,0.0,0.0,0.0,230.2465057373047,0.7857667945704083,0.008100640451799567,14.960021972652612,50.0,11527.285308837887
2024-02-15,0,0.0022598625663641757,0,0,0.0,0.0,0.0,232.1216583251953,0.4491325805056885,0.0022598625663641757,14.960021972652612,50.0,11621.042938232418
2024-02-16,0,-0.009973260302258695,0,0,0.0,0.0,-2.0,232.64749145507807,0.18545164034523687,-0.009973260302258695,14.960021972652612,50.0,11647.334594726555
2024-02-20,0,-0.0034904619853360895,0,0,0.0,0.0,0.0,230.33580017089844,-0.25031935384887305,-0.0034904619853360895,14.960021972652612,50.0,11531.750030517574
2024-02-21,0,0.016992573440871832,0,0,0.0,0.0,0.0,229.5321807861328,-0.5376960370854547,0.016992573440871832,14.960021972652612,50.0,11491.569061279293
2024-02-22,0,0.01758478874588882,0,0,0.0,0.0,2.0,233.47097778320312,-0.3036784745445127,0.01758478874588882,14.960021972652612,50.0,11688.508911132809
2024-02-23,0,-0.0027142749987107855,0,0,0.0,0.0,0.0,237.61813354492188,0.10266136278812565,-0.0027142749987107855,14.960021972652612,50.0,11895.866699218746
2024-02-26,0,0.02044590730026158,0,0,0.0,0.0,0.0,236.9732360839844,0.08690441955619654,0.02044590730026158,14.960021972652612,50.0,11863.621826171873
2024-02-27,0,0.00791636682366497,0,0,0.0,0.0,0.0,241.8744201660156,0.392880904795752,0.00791636682366497,14.960021972652612,50.0,12108.681030273432
2024-02-28,0,-0.0071383361524580205,0,0,0.0,0.0,0.0,243.79916381835935,0.5005564535833811,-0.0071383361524580205,14.960021972652612,50.0,12204.91821289062
2024-02-29,0,0.023265714833573172,0,0,0.0,0.0,0.0,242.0629119873047,0.19407714770556783,0.023265714833573172,14.960021972652612,50.0,12118.105621337887
2024-03-01,0,0.03064179279613258,0,0,0.0,0.0,0.0,247.7677459716797,0.4251392543662673,0.03064179279613258,14.960021972652612,50.0,12403.347320556637
2024-03-04,0,-0.012529142241176695,0,0,0.0,0.0,0.0,255.4866180419922,0.9778594721396878,-0.012529142241176695,14.960021972652612,50.0,12789.290924072262
2024-03-05,0,-0.023204907517985714,0,0,0.0,0.0,-2.0,252.3018341064453,0.5989116344294914,-0.023204907517985714,14.960021972652612,50.0,12630.051727294918
2024-03-06,0,0.011153085470825996,0,0,0.0,0.0,0.0,246.5077362060547,-0.2876593050510099,0.011153085470825996,14.960021972652612,50.0,12340.346832275387
