date,action,price_reward,MACD_reward,multiple_MACD_cross_reward,RSI_reward,MACD_cross_reward,current_MACD_cross_0,current_price,current_MACD_histrogram,total_reward,cash_balance,stock_owned,total_assets
2023-01-26,0,0.0,0,0,0,0.0,0.0,53.96907043457031,-0.18608920121607936,0.0,10000.0,0.0,10000.0
2023-01-27,1,-0.00017090693774308505,0,0,0,-0.01,0.0,54.60356521606445,-0.11094715111254738,-0.010170906937743085,7.547565460205078,183.0,10000.0
2023-01-30,2,0.0,0,0,0,-0.01,0.0,54.5942268371582,-0.07052815473005417,-0.01,9998.291076660156,0.0,9998.291076660156
2023-01-31,0,0.0,0,0,0,0.0,0.0,54.50091552734375,-0.05616968735113703,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-01,0,0.0,0,0,0,0.0,0.0,54.87415313720703,-0.013056175532860259,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-02,0,0.0,0,0,0,0.0,0.0,54.41694259643555,-0.03809052894584558,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-03,0,0.0,0,0,0,0.0,0.0,53.77312469482422,-0.09903585698127369,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-06,0,0.0,0,0,0,0.0,0.0,54.39828872680664,-0.05184089623737379,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-07,0,0.0,0,0,0,0.0,2.0,53.978397369384766,-0.06212655539197909,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-08,0,0.0,0,0,0,0.0,0.0,55.62060928344727,0.0860856962071965,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-09,0,0.0,0,0,0,0.0,0.0,55.48998260498047,0.11254088523304073,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-10,0,0.0,0,0,0,0.0,0.0,55.78857421875,0.12447059118660936,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-13,0,0.0,0,0,0,0.0,0.0,57.62672805786133,0.25885223113597916,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-14,0,0.0,0,0,0,0.0,0.0,57.69204330444336,0.2578986161228536,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-15,0,0.0,0,0,0,0.0,0.0,58.391845703125,0.2575752943487286,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-16,0,0.0,0,0,0,0.0,0.0,58.279876708984375,0.18375585879055212,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-17,0,0.0,0,0,0,0.0,-2.0,58.29399871826172,0.10400292347976836,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-21,0,0.0,0,0,0,0.0,0.0,57.12623977661133,-0.06660877708596202,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-22,0,0.0,0,0,0,0.0,0.0,56.57060623168945,-0.18640131686969652,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-23,0,0.0,0,0,0,0.0,0.0,55.51586151123047,-0.30574950235929366,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-24,0,0.0,0,0,0,0.0,0.0,56.749542236328125,-0.2023579147299362,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-27,0,0.0,0,0,0,0.0,0.0,57.09798812866211,-0.10828530711733969,0.0,9998.291076660156,0.0,9998.291076660156
2023-02-28,0,0.0,0,0,0,0.0,0.0,57.63478469848633,-0.01661840350759025,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-01,0,0.0,0,0,0,0.0,2.0,57.22983169555664,-0.022747926562683873,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-02,0,0.0,0,0,0,0.0,0.0,58.33167266845703,0.06582330880373527,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-03,0,0.0,0,0,0,0.0,0.0,58.78371047973633,0.1165038269152796,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-06,0,0.0,0,0,0,0.0,0.0,58.67070007324219,0.09382869102375929,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-07,0,0.0,0,0,0,0.0,-2.0,58.92497253417969,0.07822834113599975,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-08,0,0.0,0,0,0,0.0,0.0,58.011474609375,-0.03334321417922559,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-09,0,0.0,0,0,0,0.0,0.0,57.79487991333008,-0.0998532160002894,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-10,0,0.0,0,0,0,0.0,0.0,57.12623977661133,-0.1749818361705342,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-13,0,0.0,0,0,0,0.0,0.0,56.84371566772461,-0.20383148668681259,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-14,0,0.0,0,0,0,0.0,0.0,55.6571159362793,-0.2846638728578362,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-15,0,0.0,0,0,0,0.0,0.0,55.939640045166016,-0.23950264710639838,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-16,0,0.0,0,0,0,0.0,0.0,52.31392288208008,-0.4872505029183982,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-17,0,0.0,0,0,0,0.0,0.0,51.456939697265625,-0.5528289551777723,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-20,0,0.0,0,0,0,0.0,0.0,50.80713272094727,-0.5129269404237613,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-21,0,0.0,0,0,0,0.0,2.0,52.02198791503906,-0.27324057170103444,0.0,9998.291076660156,0.0,9998.291076660156
2023-03-22,1,-0.004715947168077702,0,0,0,0.01,0.0,53.79246139526367,0.048875747752209264,0.005284052831922298,46.68571853637695,185.0,9998.291076660156
