Agent_Assets,Buy_and_Hold_Assets,Total_Trades,Winning_Trades,Losing_Trades,Stock
10073.66282272339,9433.202597056494,34,11,23,TD
10526.562871932978,10446.328702794135,18,6,12,T
14081.291938781738,15665.056442467494,18,7,11,ORCL
12814.061065673828,11918.996352732143,16,6,10,DUK
12454.730987548826,14682.258271805356,17,6,11,MCK
18589.62900161743,28388.997962722628,15,6,9,DELL
11060.541057586672,8591.656181473496,17,3,14,PYPL
19603.559169769283,16774.511496343275,16,7,9,CMG
11193.55851745605,14855.724346007026,12,6,6,IBM
11677.260681152346,11982.736453632726,12,4,8,ADP
16300.42011260986,14833.240206331231,17,5,12,SCCO
14809.98091125489,19831.796862364547,19,5,14,AMD
12391.1760673523,10834.450637981145,20,7,13,BTI
9771.808143615724,8730.658150604302,17,5,12,RIO
10709.375852584846,10725.564004285245,19,3,16,EQNR
11619.165725708008,12299.801398283078,16,6,10,PG
10397.52462768554,11071.740387591526,22,5,17,XOM
16043.350662231438,9501.516911182627,24,10,14,USB
14056.519035339355,13788.281372721796,16,7,9,SO
9984.906463623049,18126.72437310417,39,10,29,LRCX
12236.752307891848,22590.45540640281,30,11,19,KKR
13853.788280487066,12843.767301714915,14,6,8,UL
10594.300369262695,9845.296606136051,17,5,12,CNI
14343.413299560549,13841.406459195545,15,6,9,TJX
11319.546981811523,9227.277776424737,19,4,15,SBUX
15052.725585937502,19215.21661537577,20,9,11,PH
9986.172477722168,11174.632860739006,14,5,9,MDLZ
11511.34603881836,10956.61665584544,14,4,10,MDT
12340.619381904597,13286.11850056104,45,13,31,PBR-A
12686.37042236328,13690.592380259704,17,6,11,ASML
10709.806251525884,10626.060448566535,16,6,10,ENB
11590.894851684572,10308.129568349936,14,3,11,ABT
16036.113811492918,10713.67808614718,14,5,9,NEE
19199.519256591797,18440.626998642325,18,8,10,NOW
12500.742738723757,13480.97739661928,18,7,11,HSBC
11460.447975158691,10991.245558999464,16,7,9,CSX
13188.213447570795,14331.244886609436,21,7,14,MPC
11600.5227432251,9510.787475749132,21,4,17,FCX
12112.058094024656,11961.747054422764,12,5,7,SNY
12307.693964004518,12548.819694958953,16,7,9,GSK
12797.923149108889,12321.996496108395,15,5,10,RTX
10642.624542236335,9977.277334250206,15,4,11,HON
11860.301712036133,8462.949581136612,45,14,31,BA
11003.353324890131,26446.791806743808,22,7,15,GE
14179.044250488285,16416.769966828957,20,9,11,INTU
18178.939689636223,16999.019947365985,25,10,15,APO
16069.803928375244,16809.468067316317,23,8,15,APH
14696.708953857426,18974.74203851142,12,4,8,RACE
43019.35675430298,64509.32378681437,30,12,18,NVDA
11128.978591918943,13249.863670242374,18,5,13,AMGN
12204.307731628418,12768.478794395738,16,6,10,BN
13223.747859954834,13216.246738580165,26,11,15,AZN
13502.90377807617,12003.777406217843,14,6,8,UNH
11278.099060058596,11258.620855721538,17,7,10,ZTS
9623.09928131103,8324.488286417363,21,4,17,DIS
11381.682281494146,9330.36985044053,16,4,12,DE
12183.097642421724,14928.228147303367,25,8,17,SAN
11196.245697021488,11210.64168029488,12,5,7,NOC
8719.123130798336,10800.77468500411,10,2,8,CSCO
7808.578994750975,7187.949625666146,24,4,20,CVS
11878.865127563477,13513.353122741164,18,5,13,GD
12124.02179336548,11897.512947765972,14,4,10,KO
11943.78988647461,9075.25187857856,18,6,12,HDB
16578.453338623047,16388.787635019922,16,8,8,AXP
17026.6376953125,16026.820390681996,16,7,9,FI
14859.458351135254,29154.8317556472,11,4,7,AVGO
11930.038726806635,19646.431705935724,20,7,13,ISRG
13626.374328613285,15679.643579343016,22,9,13,FDX
12733.612777709954,19161.890866860023,20,4,16,ETN
9008.186275482176,7201.399203559052,20,5,15,BMY
11256.852745056152,10386.5913025554,13,6,7,CP
10365.15447998047,10952.99795851135,12,6,6,ITW
10546.905761718752,6697.497893587297,39,9,30,NKE
12899.450790405272,13954.975064730022,16,6,10,CL
12226.808761596682,9799.192180448465,12,5,7,BDX
14199.203369140623,15210.59180089245,17,8,9,BKNG
11069.94534301758,12184.599470229425,14,6,8,CB
12500.4595451355,10994.270395341486,18,6,12,NGG
12822.151092529297,15452.438820211964,30,9,21,ADBE
12621.636676788336,12724.821511751272,20,6,14,C
14357.156158447266,20010.4402595733,26,11,15,TT
14401.259803771967,19889.907641756483,19,9,10,NVO
11048.588928222658,12051.93351751552,12,4,8,V
14596.447080135347,17629.794556553843,27,10,17,PBR
9036.590118408203,10428.274056062037,22,7,15,AON
14080.946907043452,13388.353916255855,16,7,9,NVS
11460.271728515623,15141.14428335041,20,7,13,VRTX
14042.860098838806,13919.999440511066,17,8,9,MUFG
13741.22901916504,16063.609142019062,14,4,10,ECL
11076.03265380859,10295.547351870258,17,5,12,EOG
13220.322662353516,15016.388095392156,12,4,8,MCO
10278.877037048327,9776.202249509632,33,10,23,COP
11281.801574707031,13985.784108151796,24,7,17,ORLY
14561.973709106443,15999.967595552327,20,6,14,JPM
14593.997070312498,11554.184084641678,18,9,9,PNC
12620.154434204094,10338.76131772983,20,6,14,BUD
8593.74076080322,10077.051344332496,16,5,11,SONY
13182.803298950195,11808.730468569018,18,7,11,RY
11781.576023101805,8510.955920250446,17,5,12,SCHW
