date,action,price_reward,MACD_reward,multiple_MACD_cross_reward,RSI_reward,MACD_cross_reward,current_MACD_cross_0,current_price,current_MACD_histrogram,total_reward,cash_balance,stock_owned,total_assets
2023-12-20,0,-0.01157713473786917,0,0,0.0,0.0,0.0,556.8076171875,-0.7615653053794835,-0.01157713473786917,296.69439697265625,19.0,10876.039123535156
2023-12-21,0,0.061787967234214064,0,0,0.0,0.0,2.0,550.2188110351562,-1.2937126719225382,0.061787967234214064,296.69439697265625,19.0,10750.851806640625
2023-12-22,0,0.00869633842838545,0,0,0.0,0.0,0.0,586.2832641601562,1.7779039327715118,0.00869633842838545,296.69439697265625,19.0,11436.076416015625
2023-12-26,0,0.011699806848158368,0,0,0.0,0.0,0.0,591.5404052734375,2.9520611857415577,0.011699806848158368,296.69439697265625,19.0,11535.962097167969
2023-12-27,0,0.006096506712877922,0,0,0.0,0.0,0.0,598.6857299804688,3.331970887446145,0.006096506712877922,296.69439697265625,19.0,11671.723266601562
2023-12-28,0,-0.008266532232109427,0,0,0.0,0.0,0.0,602.4422607421875,3.007019924292507,-0.008266532232109427,296.69439697265625,19.0,11743.097351074219
2023-12-29,0,0.0025419491347506806,0,0,0.0,0.0,0.0,597.3541259765625,1.6742907030578245,0.0025419491347506806,296.69439697265625,19.0,11646.422790527344
2024-01-02,2,0.0,0,0,0.02468248792687092,-0.01,-2.0,598.9142456054688,0.7532195307209566,0.01468248792687092,11676.065063476562,0.0,11676.065063476562
2024-01-03,0,0.0,0,0,0.0,0.0,0.0,588.2310791015625,-0.912935441323425,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-04,0,0.0,0,0,0.0,0.0,0.0,576.6734008789062,-2.6136199134991127,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-05,0,0.0,0,0,0.0,0.0,0.0,578.7603759765625,-2.8093465850851604,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-08,0,0.0,0,0,0.0,0.0,0.0,573.6721801757812,-2.9862284686058356,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-09,0,0.0,0,0,0.0,0.0,0.0,580.49951171875,-2.0543355688857905,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-10,0,0.0,0,0,0.0,0.0,0.0,580.8771362304688,-1.4017898629483851,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-11,0,0.0,0,0,0.0,0.0,0.0,583.3714599609375,-0.7647356486685704,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-12,0,0.0,0,0,0.0,0.0,2.0,584.5938110351562,-0.34432267056874855,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-16,0,0.0,0,0,0.0,0.0,-2.0,589.3143310546875,0.22646972076071537,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-17,0,0.0,0,0,0.0,0.0,0.0,584.911865234375,-0.03567380443064039,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-18,0,0.0,0,0,0.0,0.0,2.0,585.2299194335938,-0.15151652044066655,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-19,0,0.0,0,0,0.0,0.0,0.0,588.9366455078125,0.10011965247801635,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-22,0,0.0,0,0,0.0,0.0,0.0,595.3267211914062,0.6699230563441301,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-23,0,0.0,0,0,0.0,0.0,0.0,597.7913208007812,0.9068652815620126,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-24,0,0.0,0,0,0.0,0.0,0.0,599.91796875,0.9352058334025957,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-25,0,0.0,0,0,0.0,0.0,-2.0,594.2335815429688,0.1970415015703879,0.0,11676.065063476562,0.0,11676.065063476562
2024-01-26,1,-0.0011327912042427117,0,0,0.0,-0.01,0.0,594.7901000976562,-0.15840998920100358,-0.011132791204242713,375.05316162109375,19.0,11676.065063476562
2024-01-29,0,0.006760690284450671,0,0,0.0,0.0,0.0,594.0943603515625,-0.4141870435242021,0.006760690284450671,375.05316162109375,19.0,11662.846008300781
2024-01-30,0,0.010891478524112078,0,0,0.0,0.0,2.0,598.2583618164062,-0.16410204366640269,0.010891478524112078,375.05316162109375,19.0,11741.962036132812
2024-01-31,0,-0.006767170903285912,0,0,0.0,0.0,0.0,605.0260620117188,0.45275000270993715,-0.006767170903285912,375.05316162109375,19.0,11870.54833984375
2024-02-01,0,0.020557900473312806,0,0,0.0,0.0,0.0,600.8124389648438,0.14490309418564706,0.020557900473312806,375.05316162109375,19.0,11790.489501953125
2024-02-02,0,0.002757532204922847,0,0,0.0,0.0,0.0,613.7017211914062,1.0162551913734017,0.002757532204922847,375.05316162109375,19.0,12035.385864257812
2024-02-05,0,-0.005774227262453436,0,0,0.0,0.0,0.0,615.4508666992188,1.1928339268411197,-0.005774227262453436,375.05316162109375,19.0,12068.61962890625
2024-02-06,0,0.0035657670150201705,0,0,0.0,0.0,0.0,611.793701171875,0.5996047669576328,0.0035657670150201705,375.05316162109375,19.0,11999.133483886719
2024-02-07,0,0.00583157468071633,0,0,0.0,0.0,0.0,614.0496215820312,0.32717461961676797,0.00583157468071633,375.05316162109375,19.0,12041.995971679688
